position,company,description,numreview,location
Data Scientist Manager - Machine Learning,Affirm,"<span id=""job_summary"" class=""summary""><div><div><div>Affirm is a data-driven financial technology company. Machine learning is core to our decision making processes, from validating identities and detecting fraud, to credit underwriting and servicing. We seek to revolutionize the credit system by building higher quality alternatives to incumbent systems and methods.</div><div>
We are looking for a Data Science leader to head fraud-centric initiatives. You will be a technical leader within the data science team, managing a team of data scientists responsible for the fraud-related decisioning at Affirm.</div><div><br>
</div></div>
<div><div><h3 class=""jobSectionHeader""><b>What you'll do</b></h3><div><ul><li>
Design and develop machine learning systems that support our identity verification and fraud detection</li><li>
Create and maintain business logic and other decision models</li><li>
Research and develop tools to create signals, models, with effective evaluation of potential online performance</li><li>
Effectively plan, coordinate, and communicate within the team, as well as cross-functionally with engineering and operations
</li></ul></div></div></div><div><div><h3 class=""jobSectionHeader""><b>What We Look For</b></h3><div><ul><li>
Passion and drive to change consumer banking for the better</li><li>
Strong proficiency and industry experience building and leading the development of machine learning systems</li><li>
Deep understanding of models, feature engineering, feature selection, and other applied ML issues</li><li>
Experience in Python or other similar language is required
</li><li>5+ years of industry experience with 2+ years of Data Science management experience
</li><li>Finance and credit experience is a plus, specific fraud related experience is desired but not required
</li></ul></div></div></div><div><div>ABOUT AFFIRM</div><div><br>
</div><div>
At Affirm we are using technology to re-imagine and re-build core parts of financial infrastructure to enable friendlier and more transparent financial products and services that improve lives.</div><div><br>
</div><div>
We believe the financial industry is fundamentally broken. Not only is the core infrastructure built with technology from the 1970s, but there are a dwindling number of people who say ""I trust my bank to look out for me"". It doesn’t have to be this way, and it’s our mission to fix this problem.</div><div><br>
</div><div>
We are based in San Francisco; founded by Max Levchin (founding CTO PayPal), Jeff Kaditz (CDO DeNA/ngmoco), and Nathan Gettings (founding CTO of Palantir); and building a team of exceptionally talented people to join us on our mission.</div><div><br>
</div><div>
#LI-EC1</div></div></div></span>",3 reviews,"San Francisco, CA 94126"
"Software Engineer/Data Scientist, NLP",Twitter,"<span id=""job_summary"" class=""summary""><div><div><div><div><div><div><p><b>Who we are:</b><br>
<br>
Our mission is to provide tools that enable advertisers to reach niche interest groups and personas that resonate with their business. We accomplish this by leveraging machine learning to infer user attributes such as demographics and interests. Advertisers can then use these attributes to specify the type of person their advertisement should target.<br>
<br>
<b>What you will do:</b></p>
<p>The best way to understand a person’s interests is by understanding how they spend their time online. If we can understand the topics, concepts, and entities related to and referenced in the online content that people engage with on and off of Twitter, then we can understand a person’s interests in great detail. You will help us build machine learned models, as well as the platform that leverages these models to automatically classify tweets, websites, mobile applications, and real world points of interest. You will build cutting-edge deep learning models for understanding the semantics of text, images, and videos. Finally, you will help us build a state-of-the-art entity resolution platform that can identify references to people, places, and things found in text, images, and videos, and then automatically link these references to entity records in our knowledge-base.<br>
<br>
<b>Who you are:</b></p>
<p>You’re an information retrieval engineer, applied data scientist or machine-learning engineer who wants to work on exciting NLP, image, and video machine learning problems.<br>
<br>
<b>Requirements:</b></p>
<ul><li><p>MS or PhD in computer science, data mining, machine learning, information retrieval, recommendation systems, natural language processing, statistics, math, engineering, operations research, or other quantitative discipline; or equivalent work experience</p>
</li><li><p>4+ years industry experience</p>
</li><li><p>Skilled in using machine learning to model text, images, and videos</p>
</li><li><p>Fluent in one or more object oriented languages like Java, Scala, C#, C++</p>
</li><li><p>Experience with Hadoop, Pig or other MapReduce-based architectures</p>
</li><li><p>Knowledgeable of core CS concepts such as: common data structures and algorithms.</p>
</li><li><p>Comfortable conducting design and code reviews.</p>
</li><li><p>Experienced in operating Linux-based systems.</p>
</li><li><p>Passionate about working with large unstructured and structured data sets</p>
</li></ul><p>We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, ethnicity, color, ancestry, national origin, religion, sex, sexual orientation, gender identity, age, disability, veteran, genetic information, marital status or any other legally protected status.</p>
<br>
San Francisco applicants: Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.</div></div></div></div></div></div></span>",56 reviews,"San Francisco, CA 94103"
Data Scientist,Cobalt Robotics,"<span id=""job_summary"" class=""summary""><div><div><div>Cobalt builds autonomous security robots that keep buildings safe by combining the reliability of machines and the friendly face of human-in-the-loop “Robot Specialists”. Security costs US companies over $200B / year, and is a very difficult task for humans to perform because of long monotonous hours.
</div><div>We have robots deployed to customers nationally and are an incredibly fast moving team - we went from nothing to shipping our first robots in 12 months! We are now 25 people working from San Mateo, and just raised our Series A from Sequoia and Founders Fund! We're looking for folks who are scrappy, collaborative, excited, and eager to share their knowledge and expertise with the rest of our team.</div><div><br>
</div><div>
Our robots generate a mountain of data each day, containing valuable insights on robot performance, understanding of the environment around the robot, and possible security anomalies. We are seeking a data scientist to help our robots and Specialists make the most of this data!</div></div>
<div><div><h3 class=""jobSectionHeader""><b>Responsibilities</b></h3><div><ul><li>
Uncover patterns in the world around the robot - when we detect a person in a certain time / place, can we guess who they are from past records?</li><li>
Use machine learning models and custom solutions to detect people, motion, and other security anomalies</li><li>
Use images and 3D sensors to help the robot see more obstacles and stay safe</li><li>
Collaborate with other engineers to productize and deploy these algorithms onto our robots and cloud infrastructure</li></ul></div></div></div>
<div><div><h3 class=""jobSectionHeader""><b>Requirements</b></h3><div><ul><li>
1+ years of industry experience working on machine learning or data science</li><li>
Experience with Python</li><li>
Experience with Numpy or SciKit Learn</li><li>
Knowledge of statistical machine learning and CNNs</li><li>
BA/BS in CS, Statistics, or a related field</li></ul></div></div></div>
<div><div><h3 class=""jobSectionHeader""><b>Bonus Points</b></h3><div><ul><li>
Experience with person or object detection using neural networks</li><li>
Experience with 3D data, i.e. LIDAR, laser scanners, or depth cameras</li><li>
Experience with high performance Python or C++</li><li>
Experience with robotics</li><li>
Have worked in a startup environment</li></ul></div></div></div>
<div><div>We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.</div></div></div></span>",,"San Mateo, CA"
Data Scientist,C3 IoT,"<span id=""job_summary"" class=""summary""><div><p>In this capacity, you will participate in the definition of new analytics capabilities able to provide our customers with the information they need to make proper decisions to support our customers in operating the internet of things (IoT). In addition, you will help find the appropriate machine learning / data mining algorithms to answer these questions. Finally, you will be responsible for implementing this into the product and making it available to our customers.<br>
<br>
Qualified candidates will have an in-depth knowledge of most common machine learning techniques and their application. You will also understand the limitations of these algorithms and how to tweak them or derive from them to achieve similar results at large-scale.<br>
<br>
<b>Required Skills &amp; Experience:</b></p><ul><li>
MS or PhD in Computer Science, Electrical Engineering, Statistics, or equivalent fields</li><li>
Applied Machine Learning experience (regression analysis, time series, probabilistic models, supervised classification and unsupervised learning)</li><li>
Strong mathematical background (linear algebra, calculus, probability and statistics)</li><li>
Experience with scalable ML (MapReduce, streaming)</li><li>
Experience with JavaScript and prototyping languages such as Python and R. Experience with Java and Scala is a plus</li><li>
Knowledge in electrical engineering and cyber-physical systems is a plus</li><li>
Ability to drive a project and work both independently and in a team</li><li>
A portfolio of projects (GitHub, papers, etc.) is a plus</li><li>
Smart, motivated, can do attitude, and seeks to make a difference</li><li>
Excellent verbal and written communication</li></ul>
C3 IoT is proud to be an Equal Opportunity and Affirmative Action Employer. We do not discriminate on the basis of any legally protected characteristics, including disabled and veteran status. Please let us know if you have a disability that requires an accommodation.</div></span>",,"Redwood City, CA"
Senior Data Scientist,CircleUp,"<span id=""job_summary"" class=""summary""><div><p>CircleUp is an online marketplace for private investing. Our mission is to help entrepreneurs thrive by giving them the resources and capital they need. We also provide investors access to a highly-curated set of investment opportunities and help those investors connect with the companies that meet their investment goals.
</p><p>We are working on challenging problems in information retrieval and being able to develop an in-depth knowledge graph of all private companies. We are mining vast amounts of data to successfully rewrite the rules on how private companies are evaluated. You can find more information on what we are building in the blog post below
</p><p>https://medium.com/@ryancaldbeck/announcing-the-launch-of-helio-b06458a27af#.8988ph8st</p><p>
We are looking for a data scientist who will be responsible for a variety of different projects, including data collection, data analysis, and algorithm development. You will be working closely with engineers, product managers, and business development to move our data infrastructure forward. Prior experience with economic research is a big plus.</p><p>
Responsibilities:</p><ul><li>
Collect structured and unstructured data on private companies</li><li>
Be able to build, clean and analyze new and existing data pipelines
</li><li>Build end to end algorithms for assessing early stage consumer companies for growth equity investments</li><li>
Build causal and interpretable models</li><li>
Build reproducible backtests for proposed models / algorithms</li><li>
Work cross functionally with key stakeholders in engineering, product, and business development to help decide &amp; prioritize what to build</li><li>
Come up with creative ways to find and use data that significantly impacts our key business metrics</li></ul><p>
Requirements:</p><ul><li>
Degree (B.S/ M.S./Phd) preferably in statistics, computer science, engineering, physical sciences, economics or related technical field</li><li>
Strong background in Economics or economic research is a big plus</li><li>
Prior experience as a quantitate researcher at a quantitative investment firm/hedge fund is a big plus</li><li>
Excellent communication skills – Must be able to articulate their analysis and methodologies clearly and communicate insights in an easily accessible way to the team</li><li>
Must be excited about working in a fast and changing environment where solutions have not been already defined</li><li>
Ability to write code in at least one scripting language, preferably Python</li><li>
Experience with machine learning</li><li>
Passion to have an impact outside of Silicon Valley on the world around us</li><li>
Unassailable integrity</li><li>
Huge horsepower and ability to solve difficult problems</li><li>
Strong work ethic and courage to overcome meaningful obstacles</li></ul></div></span>",,"San Francisco, CA"
Data Scientist,LeapYear,"<span id=""job_summary"" class=""summary""><div><div>As a data scientist at LeapYear, you will be responsible for conceptualizing, developing, testing, and deploying machine learning products on customer data sets. You and our data science team will use LeapYear's platform to create value from the world's most sensitive, siloed data sources.<br>
<br>
To learn more about LeapYear's mission and values, visit leapyear.ai/careers.<br>
<br>
For details on the specific responsibilities and requirements of this role, please see below.<br>
<br>
<b>Responsibilities</b></div><ul><li>
Leverage LeapYears secure machine learning platform to deliver value from the worlds most sensitive and previously siloed data sources</li><li>
Conceptualize, develop, test, and deploy machine learning products on customer data sets using LeapYears platform</li><li>
Become an expert user and advocate of LeapYears secure machine learning SDK and collaborate with product and engineering to develop best practices and new features</li><li>
Serve as a technical and subject matter expert in financial services and healthcare information technology, assisting sales during pre-sales and post-sales efforts</li></ul><div><br>
<b>
Qualifications</b></div><ul><li>
PhD or equivalent in machine learning, computer science, math, statistics, or physics</li><li>
Strong foundations in the theoretical underpinnings of machine learning</li><li>
Minimum 2 years of data science experience required</li><li>
Experience manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources</li><li>
Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner</li><li>
Experience working with large data sets and tools like MapReduce, Hadoop, Hive, etc.</li><li>
Experience working with large data streaming technologies like Spark, Flink, etc.</li><li>
Ability to work both independently and collaboratively in a fast-paced startup environment</li><li>
Expert knowledge of data analytics architecture, including knowledge of RDBMS, ETL, BI, and advanced machine learning libraries (e.g. Scikit-learn, MLlib, TensorFlow, Theano, Caffe), etc.</li><li>
Deep understanding of data science process, machine learning, data architecture, and IT systems</li><li>
Experience with the analytical workflows used in financial services and healthcare</li></ul><div><br>
<b>
A few of the perks</b></div><ul><li>
Culture of teaching and learning</li><li>
Competitive compensation package of salary and equity</li><li>
Catered lunch and dinner every day</li><li>
Company outings</li><li>
Build your ideal work station</li><li>
Generous health insurance plan</li><li>
Free yoga and meditation classes at a world-class studio downstairs</li><li>
Relocation support</li></ul></div></span>",,"Berkeley, CA"
Senior Data Scientist,Wonderschool,"<span id=""job_summary"" class=""summary""><div><p>As the a Senior Data Scientist at Wonderschool you will be the first data scientist on the team. We're looking for a Senior Data Scientist to identify, strategize, and execute on solving problems at Wonderschool that require statistical analysis and predictive algorithms.<br>
</p><p>
Some projects that you could immediately work on:</p><ul>
<li>Analyze current Director base and build systems to identify strong potential Directors</li>
<li>Use market data, demographic data, and actual marketing data in our database to build a predictive tuition model for Wonderschool programs on a real time basis</li>
<li>Work with the marketing team to identify which channels are driving the best parent inquiries and Director leads to further invest and build automated solutions to continue to drive investment</li>
</ul><p>This is a full-time job based in San Francisco, CA. We are not looking for remote team members. You will report to Arrel, the CTO and Co-founder of Wonderschool.</p><p><b>
ABOUT YOU</b></p><p>
The best candidate for this role is energized and passionate about working at a very early-stage mission driven startup where you can influence how we collect and store data.</p><p>
The primary skill sets we are looking for in this role are leadership, communication, and data engineering.</p><p>
You have worked on a data science team with 5+ data scientists and have grown to be a senior individual contributor or manager and you are looking to take your skills and implement that at a startup.</p><p>
You are looking to work hard on problems that move the needle for our entire business in a fast-paced, highly rewarding environment amongst a small team of talented engineers and operations people.</p><p><b>
RESPONSIBILITIES</b></p><ul>
<li>Start projects from scratch, design, implement, ship it to users, get their direct feedback, and iterate from there.
</li><li>Work cross functionally with the engineering and operations team. We have engineering and data scientist mentors that you will have access to work with as well.</li>
<li>Design our data scientist culture and play a significant role in growing and managing future data scientists.</li>
<li>Make product decisions that define our roadmap and experience first-hand how your work is impacting our users.
</li><li>Start projects from scratch; design, implement, ship it to users, get their direct feedback, and iterate from there.
</li></ul><p><b>Requirements</b></p><ul>
<li>Independent, proactive, quick to act with minimal supervision</li>
<li>Deep understanding in a set of analytics and machine learning tools like Python, SQL and the Pydata stack (Numpy, Pandas, Scipy, Scikit-Learn), or a similar set of tools</li>
<li>Robust skills in statistics, probability, and/or machine learning
</li><li>Strong leadership and communication skills</li>
<li>Experienced data engineer</li>
<li>Strong machine learning background</li>
<li>2+ years experience with programming languages</li>
<li>3+ years with relational database and querying languages (e.g. SQL)
</li><li>Comfortable working in an AWS environment with strong Linux keyboard skills
</li><li>Have full-stack experience in data collection, aggregation, analysis, visualization, productization, and monitoring of data science products</li>
</ul><p><b>Benefits</b></p><p>
Wonderschool invests in our people and our culture. We provide our employees with top of the line full medical, vision, and dental benefits, option to contribute to a 401K plan, life insurance, and stock options. We offer a “take it as you need it” vacation policy. We a bright office in the middle of the Mission District and Hayes Valley neighborhoods in San Francisco. We anticipate a salary of $120K for this role.</p></div></span>",,"San Francisco, CA"
Data Scientist,Change Healthcare,"<span id=""job_summary"" class=""summary""><div><h3 class=""jobSectionHeader""><b>Transforming the future of healthcare isn’t something we take lightly. It takes teams of the best and the brightest, working together to make an impact.
</b><br>
<b>As one of the largest healthcare technology companies in the U.S., we are a catalyst to accelerate the journey toward improved lives and healthier communities.
</b><br>
<b>Here at Change Healthcare, we’re using our influence to drive positive changes across the industry, and we want motivated and passionate people like you to help us continue to bring new and innovative ideas to life.
</b><br>
<br>
<b>If you’re ready to embrace your passion and do what you love with a company that’s committed to supporting your future, then you belong at Change Healthcare.
</b><br>
<b>Pursue purpose. Champion innovation. Earn trust. Be agile. Include all.
</b></h3><br>
<h1 class=""jobSectionHeader""><b>Empower Your Future. Make a Difference.
</b></h1><p>Change Healthcare occupies a uniquely interconnected position at the center of healthcare, serving providers, payers, and consumers. As an independent healthcare IT company with approximately 15,000 team members, we work with multiple platforms to address diverse needs.
</p><br>
<p><b>CULTIVATING A CAREER WITHIN CHANGE HEALTHCARE
</b></p><br>
<p>Our culture is guided by our core values which are woven into the fabric of every aspect of our company: Pursue Purpose, Champion Innovation, Earn Trust, Be Agile, and Include All.
</p><br>
<p>Our team members are inspired by the opportunity to improve patient lives and lower the cost of healthcare. We hire talented team members, and support their growth with comprehensive benefits, training, and policies to achieve a healthy work/life balance. Join our team today where we are creating a better coordinated, increasingly collaborative, and more efficient healthcare system!
</p><br>
<p>Data Scientist:
</p><p>Emeryville, CA
</p><br>
<p><b>POSITION SUMMARY:
</b></p><br>
<p>The Data Scientist/Senior Data Scientist/Lead Data Scientist will be responsible for supporting Artificial Intelligence, Machine Learning, and Data Science solutions for Change Healthcare, reporting to an AI Lead under the Office of the Chief Data Officer. We’re looking for data scientists with a passion for artificial intelligence to help drive a new generation of data and machine learning enabled services and products to impact healthcare. You will enjoy working with a highly talented and diverse team of data scientists specializing in deep learning, active learning, and classical machine learning, one of the richest data sets in US healthcare, nearly limitless cloud compute resources including Spark clusters and GPUs, and the ability to see your insights turned into real products. The ideal candidate will have a background in machine learning, have experience working with large data sets, and have some experience in building and deploying data-driven solutions. You are focused on results, a self-starter, able to put the team-first, and have demonstrated success in using data science to develop and deploy solutions with a focus on impact. You also are able to rapidly prototype new ideas and methods in notebooks and deliver quality code that is testable and concise.
</p><br>
<br>
<p><b>RESPONSIBILITIES:
</b></p><br>
<ul><li>Working alongside a team of data scientists, data engineers, software engineers, architects, and with business partners, you are able to focus on the problem at hand and identify new insights from our data.
</li><li>Working towards a common goal, contribute to the team to deliver new solutions, enhancements, or AI-based products that rapidly deliver impact to the company.
</li><li>Have a focus on projects that have a direct impact while increasing our overall group expertise in new and emerging domains.
<br>
<br>
<p><b>JOB QUALIFICATIONS
</b></p><br>
</li></ul><ul><li>Passion for learning and innovating new methodologies at the intersection of applied math / probability / statistics / computer science. Proficient in translating unstructured business problems into an abstract mathematical framework
</li><li>BA/BS in Computer Science, Math, Physics, Engineering, Statistics or other technical field
</li><li>Fluency in Python. Python3 experience preferred
</li></ul><ul><li>Spark or Pyspark experience preferred
</li><li>Ability to write queries in SQL is preferred, but generally not a common task.
</li><li>Ability to deliver prototypes in both Jupyter or Zeppelin notebooks, as well as creating packages for cross-team utilization that can be invoked via pip install
</li><li>Ability to initiate and drive projects to completion with minimal guidance
</li><li>The ability to communicate the results of analyses in a clear and effective manner
</li></ul><ul><li>Preferred experience with tools such as H2O, SparkML , some TensorFlow experience
</li><li>Experience with large data sets and distributed computing (Spark)
</li><li>Experience in AWS or GCP using tools such as EMR, S3, EC2, Deep Learning AMI’s, SageMaker
<br>
<p><b>Preferred Qualifications
</b></p></li></ul><ul><li>PhD or MS degree in statistics, mathematics, physics, engineering, machine learning or related field
</li><li>4+ years relevant experience with a proven track record of leveraging machine learning or AI to drive significant business impact
</li><li>Expertise and experience in AI system development
</li><li>Advanced experience in text or sequence data using deep learning techniques, such as CNN’s, RNN’s, LSTM’s, RELU’s, embeddings, seq2seq models, word2vec, Dropout, etc.
</li><li>Backend deep learning experience using Python-based deep learning implementations such as Tensorflow or Keras , but also supportive of tools such as Chainer , PyTorch , MXNet, etc.
</li></ul><ul><li>Above average capabilities with cloud computing techniques or tools such as S3, EC2, EMR, SageMaker, ECS, Docker, Gitlab CI, Python packaging, command-line executions and shell scripting
</li><li>Knowledge of common data structures and ability to write efficient code in Python.
</li><li>Exceptional interpersonal and communication skills, including the ability to describe the logic and implications of a complex model to all types of partners (product managers, engineers, designers, senior executives)
<br>
<p><b>INSPIRING A BETTER HEALTHCARE SYSTEM
</b></p><br>
<p>Change Healthcare is one of the largest, independent healthcare technology companies in the United States. We are a key catalyst of a value-based healthcare system – working alongside our customers and partners to accelerate the journey towards improved lives and healthier communities.
</p><br>
<p>We provide software and analytics, network solutions and technology-enabled services that help our customers obtain actionable insights, exchange mission-critical information, control costs, optimize revenue opportunities, increase cash flow and effectively navigate the shift to value-based healthcare. Our solutions enable improved efficiencies and insights for all major stakeholders across the healthcare system, including commercial and governmental payers, employers, hospitals, physicians and other providers, laboratories and consumers.
</p></li></ul><br>
<p>Join our team today where we are creating a better coordinated, increasingly collaborative, and more efficient healthcare system!</p></div></span>",406 reviews,"Emeryville, CA"
PHC Data Scientist - Analytics,Genentech,"<span id=""job_summary"" class=""summary""><div><p>POSITION SUMMARY<br>
As a DATA SCIENTIST within our Personalized HealthCare function you will work with meaningful data to generate impactful evidence and insights on our molecules/ medicines and patients, that support R&amp;D, advance scientific and medical knowledge, and enable personalized patient care and access.<br>
<br>
You will collaborate with peers within the function and across the organization to develop evidence generation strategies, identify evidence gaps and data sources, design and execute studies, and implement analyses to address molecule and disease area questions. The data will be varied in type - patient-level clinical data, supplemented with deep patient data such as omics (e.g. genomics, proteomic), imaging, digital health, etc. Source data will be diverse - real-world data (RWD), including patient registries, electronic medical records, claims, biobanks, and clinical trials. The evidence and insights will be used to inform the research and development of our molecules, and support healthcare decisions by patients, physicians, health authorities, payers, and policy-makers. You will also contribute to functional, cross-functional, enterprise-wide or external initiatives that shape our business and healthcare environments. This will require a good understanding of molecule and disease area strategies, healthcare environments, as well as strong scientific and technical data science expertise. You will need strong strategic, collaboration and communication skills, as well as an entrepreneurial mindset, to transform the way we use data and analytics to develop and deliver medicines for our patients.<br>
<br>
As Data Scientist you will typically be responsible for a molecule/indication and partner with cross-functional teams and external partners with considerable independence. We have open vacanies for different roles focused on RWD, Omics and Imaging.<br>
<br>
RESPONSIBILITIES</p>
<ul><li>
IDENTIFY EVIDENCE NEEDS &amp; RECOMMEND DATA SOLUTIONS: Ask the right scientific questions, understand the evidence needs for research and development, regulatory and market access, and ideate and make recommendations on fit-for-purpose data and analytics solutions.</li><li>
DEVELOP DATA STRATEGY &amp; GAIN ACCESS TO DATA: Develop strategic plans to access fit-for-purpose data sources to support evidence generation, and gain access to data through collaboration or data generation.</li><li>
DIVE INTO DATA: Develop a comprehensive and deep understanding of the data we work with and foster learning with colleagues using analytical tools and applications to broaden data accessibility and advance our proficiency/efficiency in understanding and using the data appropriately.</li><li>
BE AN EXPERT IN APPLYING METHODS: Stay current with and adopt emergent analytical methodologies, tools and applications to ensure fit-for-purpose and impactful approaches.</li><li>
PRODUCE HIGH QUALITY ANALYSES: Apply rigor in study design and analytical methods; plan for data processing; design a fit-for-purpose analysis plan, assess effective ways of presenting and delivering the results to maximize impact and interpretability; implement and/or oversee the study, including its reporting; ensure compliance with applicable pharma industry regulations and standards.</li><li>
INTERPRET AND SHARE RESULTS: Communicate findings to internal stakeholders, regulatory, health technology assessment (HTA) bodies and scientific communities; publish results; participate in external meetings and forums to present your insights (e.g. congress/conference).</li><li>
COLLABORATE &amp; SHAPE: Collaborate and contribute to functional, cross-functional, enterprise-wide or external data science communities, networks, collaboratives, initiatives or goals on knowledge-sharing, methodologies, innovations, technology, IT infrastructure, policy-shaping, processes, etc. to enable broader and more effective use of data and analytics to support business.</li></ul>
<p>MINIMUM QUALIFICATIONS</p>
<ul><li>
MSc, PhD or similar qualification in a quantitative data science discipline (e.g., statistics/ biostatistics, epidemiology, bioinformatics, health economics, computational biology, computer science, mathematics, outcomes research, public health, biology, medicine, psychology)</li><li>
Demonstrated track record of developing and execution of data science research projects, patient-level data analyses (e.g., real world data, surveys, clinical trials, registries, claims, genomic or imaging data) with publications and presentations</li><li>
Demonstrated experience with managing project scope and driving delivery in an evolving environment requiring proactivity and effective problem-solving and prioritization when faced with challenges</li><li>
Demonstrated strong collaboration skills and excellent communication skills</li><li>
Demonstrated entrepreneurial mindset and self-direction, ability to teach others and willingness to learn new techniques</li><li>
Proficiency in English, both written and verbal</li><li>
For Senior &amp; Principal Data Scientist: Track record of effectively working in a matrix environment with global, international team members coming from scientific, business and operational backgrounds, using influence without authority</li></ul>
<p>PREFERRED/ADDITIONAL QUALIFICATIONS</p>
<ul><li>
PhD degree in a quantitative discipline as listed in Minimum Qualifications</li><li>
Fluency in statistical programming languages (R, Python, etc.)</li><li>
Experience implementing advanced analytics approaches (machine learning, longitudinal data analysis, etc.)</li><li>
Experience with technologies required to undertake analyses on large data sources or with computationally intensive steps (SQL, parallelization, Hadoop, Spark, etc.)</li><li>
Experience producing interactive outputs (Shiny, etc.)</li><li>
Contributor to open source packages, libraries or functions</li><li>
Experience implementing reproducible research practices like version control (e.g., using Git) and literate programming</li><li>
For RWD focused role: Experience analyzing RWD (non-interventional studies, electronic medical records, claims, disease registries etc.)</li><li>
For Omics focused role: Experience analyzing next generation sequencing data, proteomics etc.</li><li>
For Imaging focused role: Experience analyzing high dimensional imaging data in healthcare</li></ul>
<ul><li>LI-PD-HB</li></ul></div></span>",678 reviews,"South San Francisco, CA"
Data Scientist,Upstart,"<span id=""job_summary"" class=""summary"">Upstart is the first lending platform to leverage artificial intelligence and machine learning to price credit and automate the borrowing process. Our engineering and data science teams collaborate to use non-conventional variables at scale in an underwriting model that improves constantly. After exciting success over the past few years, Upstart is looking to double down on its competitive advantage by expanding its data science team!
<br><br>
Underwriting more accurately and using variables that no other lender considers are what allow us to give people the rates they deserve, so your role at Upstart will drastically impact our company's success. Our current Data Scientists summarize some of their favorite aspects of our team as:
<br><br>
<ul>
<li>Having a direct impact on the company's success</li>
<li>Collaborative, intelligent, and open team</li>
<li>Mentorship, growth, and friendship</li>
<li>Leader committed to challenging and growing team members</li>
<li>Feeling safe asking for help when it’s necessary; feeling trusted to get the job done when it’s not</li>
</ul>
We need thoughtful Data Scientists who are passionate and enjoy working in a very fast-paced environment. Because our challenges are so new, this person will need to have strong creative problem solving skills and the technical background to implement such solutions. If you think that this could be the right role for you, we would like to learn more about you.
<br><br>
<b>Requirements:</b><br>
<ul>
<li>Strong academic credentials with a M.S. in Computer Science, Statistics, Data Science or related field with a preference for Ph.D.</li>
<li>Rigorous quantitative background</li>
<li>Comfort with programming (ideally in Python and R)</li>
<li>Intellectual curiosity balanced with humility</li>
<li>Predictive modeling experience is preferred</li>
</ul>
<b>Applying to a role on the Data Science team at Upstart:</b><br>
Please apply through our website and only apply to the one position that is the best fit with your skills.
<br><br>
If you have applied within the past year, there is no need to apply again. We're currently reviewing all previous applications. We also consider candidates for all levels of Data Science roles when candidates apply.</span>",6 reviews,"San Carlos, CA"
